epoch,f1_metric,iou_metric,loss,val_f1_metric,val_iou_metric,val_loss,learning_rate
1,0.8011597394943237,0.6778185963630676,0.7662022709846497,0.7409266829490662,0.6414390802383423,0.8360045552253723,9.999999747378752e-05
